N: 10000000, val: 0.7, step: 25000

1.1, 1.2
Calculated sum of array elements: 6.33854e+006
Absolute error: 661457, Relative error: 0.0944939

1.3
Iteration number, Relative error
25000	0.000112946
50000	0.000501562
75000	0.000706399
100000	0.000457031
125000	0.000527232
150000	0.00118341
175000	0.0016521
200000	0.00200357
225000	0.00227698
250000	0.00249571
275000	0.00267468
300000	0.00282381
325000	0.00295
350000	0.00305816
375000	0.00305167
400000	0.00174487
425000	0.000591807
450000	0.000433135
475000	0.00135019
500000	0.00217554
525000	0.00292228
550000	0.00360114
575000	0.00422096
600000	0.00478914
625000	0.00531186
650000	0.00579437
675000	0.00624114
700000	0.00665599
725000	0.00704224
750000	0.00740274
775000	0.00773998
800000	0.00805614
825000	0.00835314
850000	0.00863267
875000	0.00889622
900000	0.00914514
925000	0.0093806
950000	0.00960367
975000	0.00981529
1000000	0.0100163
1025000	0.0102076
1050000	0.0103897
1075000	0.0105634
1100000	0.0107291
1125000	0.0108875
1150000	0.0110391
1175000	0.0111841
1200000	0.0113231
1225000	0.0114565
1250000	0.0115845
1275000	0.0117075
1300000	0.0118258
1325000	0.0119396
1350000	0.0120491
1375000	0.0121547
1400000	0.0122566
1425000	0.0123548
1450000	0.0124497
1475000	0.0125413
1500000	0.0126299
1525000	0.0122601
1550000	0.0109103
1575000	0.00960329
1600000	0.00833717
1625000	0.00711
1650000	0.00592002
1675000	0.00476557
1700000	0.00364506
1725000	0.00255704
1750000	0.0015001
1775000	0.000472938
1800000	0.000525694
1825000	0.00149697
1850000	0.00244199
1875000	0.00336181
1900000	0.00425742
1925000	0.00512978
1950000	0.00597976
1975000	0.00680823
2000000	0.00761598
2025000	0.00840379
2050000	0.00917239
2075000	0.00992246
2100000	0.0106547
2125000	0.0113697
2150000	0.012068
2175000	0.0127503
2200000	0.0134171
2225000	0.0140689
2250000	0.0147063
2275000	0.0153296
2300000	0.0159394
2325000	0.016536
2350000	0.01712
2375000	0.0176917
2400000	0.0182514
2425000	0.0187996
2450000	0.0193367
2475000	0.0198628
2500000	0.0203785
2525000	0.0208839
2550000	0.0213795
2575000	0.0218654
2600000	0.022342
2625000	0.0228095
2650000	0.0232681
2675000	0.0237182
2700000	0.02416
2725000	0.0245936
2750000	0.0250194
2775000	0.0254375
2800000	0.0258482
2825000	0.0262515
2850000	0.0266478
2875000	0.0270372
2900000	0.0274199
2925000	0.027796
2950000	0.0281657
2975000	0.0285293
3000000	0.0288868
3025000	0.0292384
3050000	0.0295842
3075000	0.0299244
3100000	0.0302591
3125000	0.0305885
3150000	0.0309126
3175000	0.0312316
3200000	0.0315456
3225000	0.0318548
3250000	0.0321592
3275000	0.032459
3300000	0.0327542
3325000	0.033045
3350000	0.0333315
3375000	0.0336137
3400000	0.0338917
3425000	0.0341657
3450000	0.0344357
3475000	0.0347019
3500000	0.0349642
3525000	0.0352228
3550000	0.0354778
3575000	0.0357292
3600000	0.0359771
